wanr,waid,classid,sdauftragsnr,sdpositionsnr,sdmaterialnr,kcauftragsnr,kcposnr,pspelement,posnr,dnval,Rohrlaenge,rohrquali,Rohranfang,Rohrende,strdeleid,ElemDN,AnMuffenStutzenMaschine,Rohrdurchmesser,AnzahlRohre,beschbez,WN-Stutzen,Rohrstutzen,Sche./Bo./Bl.,"handschw. Muff./Nippel",Bögen,Redu./Einzieh.,Flachflansch
156529,676352,StrangrohrData,993999,30,400020,4200387931,30,10344800000,419,40,7136,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",15,36,40,12,-,0,0,0,0,0,0,0
156529,676353,StrangrohrData,993999,30,400020,4200387931,30,10344800000,421,40,3734,"DINEN10217-1-Fe -glatt",Scheibe,Nut,"RobbiMuffe (6)",15,2,40,1,-,0,0,1,0,0,0,0
156529,676354,StrangrohrData,993999,30,400020,4200387931,30,10344800000,422,40,7902,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",15,30,40,10,-,0,0,0,0,0,0,0
156529,676355,StrangrohrData,993999,30,400020,4200387931,30,10344800000,423,40,5598,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",15,92,40,46,-,0,0,0,0,0,0,0
156529,676356,StrangrohrData,993999,30,400020,4200387931,30,10344800000,424,40,6397,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",15,108,40,36,-,0,0,0,0,0,0,0
156529,676357,StrangrohrData,993999,30,400020,4200387931,30,10344800000,425,40,5998,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",15,36,40,12,-,0,0,0,0,0,0,0
156529,676358,StrangrohrData,993999,30,400020,4200387931,30,10344800000,426,40,4398,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",15,20,40,10,-,0,0,0,0,0,0,0
156529,676359,StrangrohrData,993999,30,400020,4200387931,30,10344800000,427,40,7357,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",15,3,40,1,-,0,0,0,0,0,0,0
156529,676360,StrangrohrData,993999,30,400020,4200387931,30,10344800000,428,40,7357,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",15,27,40,9,-,0,0,0,0,0,0,0
156529,676361,StrangrohrData,993999,30,400020,4200387931,30,10344800000,432,40,7902,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",15,8,40,2,-,0,0,0,0,0,0,0
156529,676362,StrangrohrData,993999,30,400020,4200387931,30,10344800000,433,40,2846,"DINEN10217-1-Fe -glatt",Scheibe,Nut,"RobbiMuffe (6)",15,22,40,11,-,0,0,11,0,0,0,0
156529,676363,StrangrohrData,993999,30,400020,4200387931,30,10344800000,434,40,1512,"DINEN10217-1-Fe -glatt",Scheibe,Nut,"RobbiMuffe (6)",15,2,40,2,-,0,0,2,0,0,0,0
156530,676364,StrangrohrData,993999,40,400020,4200387931,40,10344800000,429,50,7357,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",15,3,50,1,-,0,0,0,0,0,0,0
156530,676365,StrangrohrData,993999,40,400020,4200387931,40,10344800000,430,50,5753,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",15,2,50,1,-,0,0,0,0,0,0,0
156531,676367,StrangrohrData,994003,30,400020,4200387937,30,10344800000,513,50,7218,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",15,2,50,1,-,0,0,0,0,0,0,0
156531,676368,StrangrohrData,994003,30,400020,4200387937,30,10344800000,519,50,7191,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",15,3,50,1,-,0,0,0,0,0,0,0
156533,676405,StrangrohrData,994122,30,400020,4200388007,30,10335260000,2,40,5560,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",10,392,40,98,-,0,0,0,0,0,0,0
156533,676406,StrangrohrData,994122,30,400020,4200388007,30,10335260000,6,40,5560,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",10,392,40,98,-,0,0,0,0,0,0,0
156533,676407,StrangrohrData,994122,30,400020,4200388007,30,10335260000,18,40,5560,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",10,280,40,70,-,0,0,0,0,0,0,0
156533,676408,StrangrohrData,994122,30,400020,4200388007,30,10335260000,21,40,5560,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",10,280,40,70,-,0,0,0,0,0,0,0
156534,676409,StrangrohrData,994122,40,400020,4200388007,40,10335260000,4,40,5560,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",15,392,40,98,-,0,0,0,0,0,0,0
156534,676410,StrangrohrData,994122,40,400020,4200388007,40,10335260000,16,40,5560,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",15,280,40,70,-,0,0,0,0,0,0,0
156535,676411,StrangrohrData,994122,50,400020,4200388007,50,10335260000,19,40,2780,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",10,42,40,14,-,0,0,0,0,0,0,0
156535,676412,StrangrohrData,994122,50,400020,4200388007,50,10335260000,20,40,5560,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",10,56,40,14,-,0,0,0,0,0,0,0
156535,676413,StrangrohrData,994122,50,400020,4200388007,50,10335260000,22,40,2780,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",10,28,40,14,-,0,0,0,0,0,0,0
156535,676414,StrangrohrData,994122,50,400020,4200388007,50,10335260000,23,40,5560,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",10,56,40,14,-,0,0,0,0,0,0,0
156536,676415,StrangrohrData,994122,60,400020,4200388007,60,10335260000,15,40,5560,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",15,70,40,14,-,0,0,0,0,0,0,0
156536,676416,StrangrohrData,994122,60,400020,4200388007,60,10335260000,17,40,2780,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",15,28,40,14,-,0,0,0,0,0,0,0
156537,676418,StrangrohrData,994135,10,400020,4200388016,10,10342600000,9,32,6499,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",15,24,32,12,-,0,0,0,0,0,0,0
156537,676419,StrangrohrData,994135,10,400020,4200388016,10,10342600000,10,32,4500,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",15,24,32,12,-,0,0,0,0,0,0,0
156537,676420,StrangrohrData,994135,10,400020,4200388016,10,10342600000,11,32,4930,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",15,12,32,6,-,0,0,0,0,0,0,0
156537,676421,StrangrohrData,994135,10,400020,4200388016,10,10342600000,12,32,5930,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",15,12,32,6,-,0,0,0,0,0,0,0
156537,676422,StrangrohrData,994135,10,400020,4200388016,10,10342600000,16,32,6499,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",15,12,32,6,-,0,0,0,0,0,0,0
156537,676423,StrangrohrData,994135,10,400020,4200388016,10,10342600000,17,32,4500,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",15,12,32,6,-,0,0,0,0,0,0,0
156537,676424,StrangrohrData,994135,10,400020,4200388016,10,10342600000,18,32,5930,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",15,6,32,3,-,0,0,0,0,0,0,0
156537,676425,StrangrohrData,994135,10,400020,4200388016,10,10342600000,19,32,4930,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",15,6,32,3,-,0,0,0,0,0,0,0
156542,676560,StrangrohrData,994569,80,400020,4200388249,80,10340040000,S425,32,3000,"DINEN10255-Fe -glatt Gewinderohr",Nut,Nut,"RobbiMuffe (6)",15,4,32,2,-,0,0,0,0,0,0,0
156544,676590,StrangrohrData,994568,50,400020,4200388248,50,70000030010,34,50,2999,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",25,3,50,3,-,0,0,0,0,0,0,0
156545,676591,StrangrohrData,994568,40,400020,4200388248,40,70000030010,33,50,2999,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",15,6,50,6,-,0,0,0,0,0,0,0
156547,676605,StrangrohrData,994568,20,400020,4200388248,20,70000030010,9,50,3781,"DINEN10217-1-Fe -glatt",Scheibe,Nut,"RobbiMuffe (6)",25,8,50,8,-,24,0,8,0,0,0,0
156547,676606,StrangrohrData,994568,20,400020,4200388248,20,70000030010,13,50,3781,"DINEN10217-1-Fe -glatt",Scheibe,Nut,"RobbiMuffe (6)",25,1,50,1,-,3,0,1,0,0,0,0
156558,676765,StrangrohrData,994869,50,400020,4200388369,50,10350900000,1,32,5022,"DINEN10217-1-Fe -glatt",Scheibe,Nut,"RobbiMuffe gek(7)",25,16,32,8,-,0,0,8,0,0,0,0
156558,676766,StrangrohrData,994869,50,400020,4200388369,50,10350900000,12,32,5998,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe gek(7)",25,90,32,45,-,0,0,0,0,0,0,0
156558,676767,StrangrohrData,994869,50,400020,4200388369,50,10350900000,16,32,3522,"DINEN10217-1-Fe -glatt",Scheibe,Nut,"RobbiMuffe gek(7)",25,41,32,41,-,0,0,41,0,0,0,0
156558,676768,StrangrohrData,994869,50,400020,4200388369,50,10350900000,40,32,4358,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe gek(7)",25,4,32,2,-,0,0,0,0,0,0,0
156558,676769,StrangrohrData,994869,50,400020,4200388369,50,10350900000,44,32,4522,"DINEN10217-1-Fe -glatt",Scheibe,Nut,"RobbiMuffe gek(7)",25,156,32,78,-,0,0,78,0,0,0,0
156558,676770,StrangrohrData,994869,50,400020,4200388369,50,10350900000,46,32,5998,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe gek(7)",25,8,32,4,-,0,0,0,0,0,0,0
156558,676771,StrangrohrData,994869,50,400020,4200388369,50,10350900000,47,32,5998,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe gek(7)",25,107,32,107,-,0,0,0,0,0,0,0
156558,676772,StrangrohrData,994869,50,400020,4200388369,50,10350900000,48,32,5998,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe gek(7)",25,76,32,38,-,0,0,0,0,0,0,0
156558,676773,StrangrohrData,994869,50,400020,4200388369,50,10350900000,49,32,5998,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe gek(7)",25,28,32,28,-,0,0,0,0,0,0,0
156558,676774,StrangrohrData,994869,50,400020,4200388369,50,10350900000,50,32,5998,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe gek(7)",25,180,32,60,-,0,0,0,0,0,0,0
156558,676775,StrangrohrData,994869,50,400020,4200388369,50,10350900000,51,32,5998,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe gek(7)",25,10,32,5,-,0,0,0,0,0,0,0
156558,676776,StrangrohrData,994869,50,400020,4200388369,50,10350900000,53,32,5998,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe gek(7)",25,8,32,4,-,0,0,0,0,0,0,0
156558,676777,StrangrohrData,994869,50,400020,4200388369,50,10350900000,55,32,5172,"DINEN10217-1-Fe -glatt",Scheibe,Nut,"RobbiMuffe gek(7)",25,42,32,21,-,0,0,21,0,0,0,0
156558,676778,StrangrohrData,994869,50,400020,4200388369,50,10350900000,56,32,5498,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe gek(7)",25,8,32,4,-,0,0,0,0,0,0,0
156558,676779,StrangrohrData,994869,50,400020,4200388369,50,10350900000,58,32,3529,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe gek(7)",25,3,32,3,-,0,0,0,0,0,0,0
156558,676780,StrangrohrData,994869,50,400020,4200388369,50,10350900000,59,32,4662,"DINEN10217-1-Fe -glatt",Scheibe,Nut,"RobbiMuffe gek(7)",25,2,32,1,-,0,0,1,0,0,0,0
156558,676781,StrangrohrData,994869,50,400020,4200388369,50,10350900000,60,32,4998,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe gek(7)",25,4,32,4,-,0,0,0,0,0,0,0
156558,676782,StrangrohrData,994869,50,400020,4200388369,50,10350900000,61,32,5998,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe gek(7)",25,3,32,1,-,0,0,0,0,0,0,0
156558,676783,StrangrohrData,994869,50,400020,4200388369,50,10350900000,62,32,5998,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe gek(7)",25,12,32,4,-,0,0,0,0,0,0,0
156558,676784,StrangrohrData,994869,50,400020,4200388369,50,10350900000,63,32,5858,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe gek(7)",25,2,32,1,-,0,0,0,0,0,0,0
156558,676785,StrangrohrData,994869,50,400020,4200388369,50,10350900000,64,32,4658,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe gek(7)",25,2,32,2,-,0,0,0,0,0,0,0
156558,676786,StrangrohrData,994869,50,400020,4200388369,50,10350900000,66,32,5998,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe gek(7)",25,4,32,2,-,0,0,0,0,0,0,0
156558,676787,StrangrohrData,994869,50,400020,4200388369,50,10350900000,67,32,4498,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe gek(7)",25,2,32,1,-,0,0,0,0,0,0,0
156558,676788,StrangrohrData,994869,50,400020,4200388369,50,10350900000,68,32,5718,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe gek(7)",25,2,32,1,-,0,0,0,0,0,0,0
156558,676789,StrangrohrData,994869,50,400020,4200388369,50,10350900000,69,32,5858,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe gek(7)",25,3,32,1,-,0,0,0,0,0,0,0
156558,676790,StrangrohrData,994869,50,400020,4200388369,50,10350900000,70,32,5522,"DINEN10217-1-Fe -glatt",Scheibe,Nut,"RobbiMuffe gek(7)",25,3,32,1,-,0,0,1,0,0,0,0
156558,676791,StrangrohrData,994869,50,400020,4200388369,50,10350900000,71,32,5991,"DINEN10217-1-Fe -glatt",Scheibe,Nut,"RobbiMuffe gek(7)",25,2,32,1,-,0,0,1,0,0,0,0
156558,676792,StrangrohrData,994869,50,400020,4200388369,50,10350900000,72,32,5272,"DINEN10217-1-Fe -glatt",Scheibe,Nut,"RobbiMuffe gek(7)",25,4,32,1,-,0,0,1,0,0,0,0
156558,676793,StrangrohrData,994869,50,400020,4200388369,50,10350900000,77,32,5998,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe gek(7)",25,2,32,1,-,0,0,0,0,0,0,0
156558,676794,StrangrohrData,994869,50,400020,4200388369,50,10350900000,78,32,5522,"DINEN10217-1-Fe -glatt",Scheibe,Nut,"RobbiMuffe gek(7)",25,2,32,1,-,0,0,1,0,0,0,0
156559,676795,StrangrohrData,994869,60,400020,4200388369,60,10350900000,52,32,5172,"DINEN10217-1-Fe -glatt",Scheibe,Nut,"RobbiMuffe gek(7)",25,34,32,17,-,0,0,17,17,0,0,0
156560,676796,StrangrohrData,994869,70,400020,4200388369,70,10350900000,2,32,4798,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe gek(7)",25,4,32,2,-,0,0,0,0,0,0,0
156560,676797,StrangrohrData,994869,70,400020,4200388369,70,10350900000,3,32,4718,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe gek(7)",25,2,32,1,-,0,0,0,0,0,0,0
156560,676798,StrangrohrData,994869,70,400020,4200388369,70,10350900000,5,32,5798,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe gek(7)",25,2,32,1,-,0,0,0,0,0,0,0
156560,676799,StrangrohrData,994869,70,400020,4200388369,70,10350900000,11,32,6137,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe gek(7)",25,1,32,1,-,0,0,0,0,0,0,0
156560,676800,StrangrohrData,994869,70,400020,4200388369,70,10350900000,15,32,2858,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe gek(7)",25,2,32,2,-,0,0,0,0,0,0,0
156560,676801,StrangrohrData,994869,70,400020,4200388369,70,10350900000,20,32,4032,"DINEN10217-1-Fe -glatt",Scheibe,Nut,"RobbiMuffe gek(7)",25,4,32,2,-,0,0,2,0,0,0,0
156560,676802,StrangrohrData,994869,70,400020,4200388369,70,10350900000,21,32,4858,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe gek(7)",25,1,32,1,-,0,0,0,0,0,0,0
156560,676803,StrangrohrData,994869,70,400020,4200388369,70,10350900000,22,32,6957,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe gek(7)",25,2,32,1,-,0,0,0,0,0,0,0
156560,676804,StrangrohrData,994869,70,400020,4200388369,70,10350900000,25,32,4898,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe gek(7)",25,2,32,1,-,0,0,0,0,0,0,0
156560,676805,StrangrohrData,994869,70,400020,4200388369,70,10350900000,31,32,3818,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe gek(7)",25,4,32,2,-,0,0,0,0,0,0,0
156560,676806,StrangrohrData,994869,70,400020,4200388369,70,10350900000,41,32,5498,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe gek(7)",25,2,32,1,-,0,0,0,0,0,0,0
156560,676807,StrangrohrData,994869,70,400020,4200388369,70,10350900000,42,32,4298,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe gek(7)",25,2,32,1,-,0,0,0,0,0,0,0
156560,676808,StrangrohrData,994869,70,400020,4200388369,70,10350900000,43,32,5858,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe gek(7)",25,3,32,1,-,0,0,0,0,0,0,0
156560,676809,StrangrohrData,994869,70,400020,4200388369,70,10350900000,45,32,5172,"DINEN10217-1-Fe -glatt",Scheibe,Nut,"RobbiMuffe gek(7)",25,4,32,1,-,0,0,1,0,0,0,0
156560,676810,StrangrohrData,994869,70,400020,4200388369,70,10350900000,54,32,4658,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe gek(7)",25,2,32,1,-,0,0,0,0,0,0,0
156562,676834,StrangrohrData,994924,60,400020,4200388430,60,10340580000,S13A,65,1900,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",25,1,65,1,-,0,0,0,0,0,0,0
156562,676835,StrangrohrData,994924,60,400020,4200388430,60,10340580000,S13B,65,2400,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",25,1,65,1,-,0,0,0,0,0,0,0
156562,676836,StrangrohrData,994924,60,400020,4200388430,60,10340580000,V14A,65,4923,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",25,3,65,1,-,0,0,0,0,0,0,0
156563,676837,StrangrohrData,994924,70,400020,4200388430,70,10340580000,S15,32,5972,"DINEN10255-Fe -glatt Gewinderohr",Nut,Nut,"RobbiMuffe (6)",15,2,32,1,-,0,0,0,0,0,0,0
156563,676838,StrangrohrData,994924,70,400020,4200388430,70,10340580000,S16,32,5100,"DINEN10255-Fe -glatt Gewinderohr",Scheibe,Nut,"RobbiMuffe (6)",15,3,32,1,-,0,0,1,0,0,0,0
156564,676839,StrangrohrData,994924,80,400020,4200388430,80,10340580000,V12,65,4639,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",25,2,65,1,-,0,0,0,0,0,0,0
156564,676840,StrangrohrData,994924,80,400020,4200388430,80,10340580000,V13,65,6000,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",25,2,65,1,-,0,0,0,0,0,0,0
156564,676841,StrangrohrData,994924,80,400020,4200388430,80,10340580000,V14,65,6025,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",25,2,65,1,-,0,0,0,0,0,0,0
156564,676842,StrangrohrData,994924,80,400020,4200388430,80,10340580000,V15,65,4879,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",25,2,65,1,-,0,0,0,0,0,0,0
156564,676843,StrangrohrData,994924,80,400020,4200388430,80,10340580000,V16,65,5000,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",25,2,65,1,-,0,0,0,0,0,0,0
156564,676844,StrangrohrData,994924,80,400020,4200388430,80,10340580000,V18,65,6000,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",25,2,65,1,-,0,0,0,0,0,0,0
156564,676845,StrangrohrData,994924,80,400020,4200388430,80,10340580000,V19,65,6000,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",25,2,65,1,-,0,0,0,0,0,0,0
156564,676846,StrangrohrData,994924,80,400020,4200388430,80,10340580000,V20,65,6000,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",25,3,65,1,-,0,0,0,0,0,0,0
156566,676877,StrangrohrData,995014,40,400020,4200388445,40,70000030010,37,40,2998,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",15,8,40,8,-,0,0,0,0,0,0,0
156566,676878,StrangrohrData,995014,40,400020,4200388445,40,70000030010,41,40,2998,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",15,24,40,24,-,0,0,0,0,0,0,0
156567,676887,StrangrohrData,995014,60,400020,4200388445,60,70000030010,43,40,2998,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",15,12,40,12,-,0,0,0,0,0,0,0
156569,676895,StrangrohrData,995031,50,400020,4200388488,50,10350520000,1,32,6000,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",15,194,32,97,-,0,0,0,0,0,0,0
156570,676919,StrangrohrData,995071,20,400020,4200388498,20,10342040000,2,40,5999,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",15,4,40,2,-,0,0,0,0,0,0,0
156570,676920,StrangrohrData,995071,20,400020,4200388498,20,10342040000,3,40,5999,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",15,1,40,1,-,0,0,0,0,0,0,0
156570,676921,StrangrohrData,995071,20,400020,4200388498,20,10342040000,4,40,3167,"DINEN10217-1-Fe -glatt",Scheibe,Nut,"RobbiMuffe (6)",15,2,40,1,-,0,0,1,0,0,0,0
156570,676922,StrangrohrData,995071,20,400020,4200388498,20,10342040000,5,40,1916,"DINEN10217-1-Fe -glatt",Scheibe,Nut,"RobbiMuffe (6)",15,1,40,1,-,0,0,1,0,0,0,0
156570,676923,StrangrohrData,995071,20,400020,4200388498,20,10342040000,6,40,5999,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",15,2,40,1,-,0,0,0,0,0,0,0
156570,676924,StrangrohrData,995071,20,400020,4200388498,20,10342040000,8,40,5999,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",15,6,40,3,-,0,0,0,0,0,0,0
156570,676925,StrangrohrData,995071,20,400020,4200388498,20,10342040000,9,40,6291,"DINEN10217-1-Fe -glatt",Scheibe,Nut,"RobbiMuffe (6)",15,6,40,2,-,0,0,2,0,0,0,0
156570,676926,StrangrohrData,995071,20,400020,4200388498,20,10342040000,10,40,4792,"DINEN10217-1-Fe -glatt",Scheibe,Nut,"RobbiMuffe (6)",15,3,40,1,-,0,0,1,0,0,0,0
156570,676927,StrangrohrData,995071,20,400020,4200388498,20,10342040000,11,40,2792,"DINEN10217-1-Fe -glatt",Scheibe,Nut,"RobbiMuffe (6)",15,2,40,1,-,0,0,1,0,0,0,0
156570,676928,StrangrohrData,995071,20,400020,4200388498,20,10342040000,12,40,5292,"DINEN10217-1-Fe -glatt",Scheibe,Nut,"RobbiMuffe (6)",15,3,40,1,-,0,0,1,0,0,0,0
156570,676929,StrangrohrData,995071,20,400020,4200388498,20,10342040000,13,40,3292,"DINEN10217-1-Fe -glatt",Scheibe,Nut,"RobbiMuffe (6)",15,2,40,1,-,0,0,1,0,0,0,0
156570,676930,StrangrohrData,995071,20,400020,4200388498,20,10342040000,14,40,1791,"DINEN10217-1-Fe -glatt",Scheibe,Nut,"RobbiMuffe (6)",15,1,40,1,-,0,0,1,0,0,0,0
156570,676931,StrangrohrData,995071,20,400020,4200388498,20,10342040000,17,40,5998,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",15,18,40,9,-,0,0,0,0,0,0,0
156580,677050,StrangrohrData,995448,30,400020,4200388710,30,10271800000,S13,40,3329,"DINEN10255-Fe -glatt Gewinderohr",Scheibe,Nut,"RobbiMuffe (6)",15,2,40,1,-,1,0,1,0,0,0,0
156580,677051,StrangrohrData,995448,30,400020,4200388710,30,10271800000,S20,40,7997,"DINEN10255-Fe -glatt Gewinderohr",Nut,Nut,"RobbiMuffe (6)",15,96,40,24,-,24,0,0,0,0,0,0
156580,677052,StrangrohrData,995448,30,400020,4200388710,30,10271800000,S22,40,4399,"DINEN10255-Fe -glatt Gewinderohr",Scheibe,Nut,"RobbiMuffe (6)",15,68,40,34,-,34,0,34,0,0,0,0
156580,677053,StrangrohrData,995448,30,400020,4200388710,30,10271800000,S23,40,7997,"DINEN10255-Fe -glatt Gewinderohr",Nut,Nut,"RobbiMuffe (6)",15,63,40,21,-,21,0,0,0,0,0,0
156580,677054,StrangrohrData,995448,30,400020,4200388710,30,10271800000,S25,40,7997,"DINEN10255-Fe -glatt Gewinderohr",Nut,Nut,"RobbiMuffe (6)",15,30,40,10,-,10,0,0,0,0,0,0
156581,677055,StrangrohrData,995448,40,400020,4200388710,40,10271800000,S12,40,2928,"DINEN10255-Fe -glatt Gewinderohr",Nut,Nut,"RobbiMuffe (6)",15,1,40,1,-,0,0,0,0,0,0,0
156581,677056,StrangrohrData,995448,40,400020,4200388710,40,10271800000,S14,40,7717,"DINEN10255-Fe -glatt Gewinderohr",Nut,Nut,"RobbiMuffe (6)",15,3,40,1,-,0,0,0,0,0,0,0
156581,677057,StrangrohrData,995448,40,400020,4200388710,40,10271800000,S15,40,7997,"DINEN10255-Fe -glatt Gewinderohr",Nut,Nut,"RobbiMuffe (6)",15,180,40,45,-,0,0,0,0,0,0,0
156581,677058,StrangrohrData,995448,40,400020,4200388710,40,10271800000,S16,40,7997,"DINEN10255-Fe -glatt Gewinderohr",Nut,Nut,"RobbiMuffe (6)",15,129,40,43,-,0,0,0,0,0,0,0
156581,677059,StrangrohrData,995448,40,400020,4200388710,40,10271800000,S17,40,7997,"DINEN10255-Fe -glatt Gewinderohr",Nut,Nut,"RobbiMuffe (6)",15,135,40,45,-,0,0,0,0,0,0,0
156581,677060,StrangrohrData,995448,40,400020,4200388710,40,10271800000,S18,40,7997,"DINEN10255-Fe -glatt Gewinderohr",Nut,Nut,"RobbiMuffe (6)",15,135,40,45,-,0,0,0,0,0,0,0
156581,677061,StrangrohrData,995448,40,400020,4200388710,40,10271800000,S19,40,7997,"DINEN10255-Fe -glatt Gewinderohr",Nut,Nut,"RobbiMuffe (6)",15,204,40,68,-,0,0,0,0,0,0,0
156581,677062,StrangrohrData,995448,40,400020,4200388710,40,10271800000,S21,40,4799,"DINEN10255-Fe -glatt Gewinderohr",Scheibe,Nut,"RobbiMuffe (6)",15,48,40,24,-,0,0,24,0,0,0,0
