wanr,waid,ElemDN,RohrDN,WNStutzen,Rohstutzen,HandschwMuffe,winkel
150294,570418,0,32,1,0,0,90
150294,570419,0,32,1,0,0,90
150294,570420,0,32,1,0,0,270
150294,570421,0,32,1,0,0,90
150294,570422,0,32,1,0,0,90
150327,571176,0,40,9,0,0,0
150327,571177,0,40,1,0,0,0
150327,571178,0,40,2,0,0,90
150327,571179,0,40,2,0,0,90
150327,571180,0,40,1,0,0,90
150327,571181,0,40,1,0,0,90
150327,571183,0,40,10,0,0,0
150327,571184,0,40,2,0,0,0
150327,571185,0,40,2,0,0,0
150327,571187,0,40,3,0,0,0
150327,571188,0,40,2,0,0,0
150327,571189,0,40,2,0,0,0
150327,571190,0,40,2,0,0,0
150327,571191,0,40,3,0,0,0
150327,571192,0,40,1,0,0,270
150327,571193,0,40,1,0,0,0
150327,571194,0,40,1,0,0,270
150327,571195,0,40,1,0,0,270
150327,571196,0,40,2,0,0,0
150327,571197,0,40,3,0,0,0
150327,571198,0,40,1,0,0,0
150327,571199,0,40,3,0,0,0
150327,571200,0,40,2,0,0,0
150327,571201,0,40,1,0,0,0
150327,571202,0,40,1,0,0,0
150327,571203,0,40,1,0,0,0
150143,567933,0,65,16,0,0,0
150143,567932,0,65,8,0,0,0
150370,572027,0,50,15,0,0,180
150370,572026,0,50,2,0,0,180
150370,572025,0,50,49,0,0,180
150401,572484,0,40,2,0,0,180
150401,572483,0,40,8,0,0,180
150420,572736,0,32,8,0,0,270
150420,572737,0,32,8,0,0,90
150420,572738,0,32,8,0,0,90
150420,572739,0,32,8,0,0,270
150455,573487,0,32,1,0,0,180
150455,573488,0,32,1,0,0,270
150455,573488,0,32,1,0,0,180
150455,573489,0,32,2,0,0,180
150455,573490,0,32,1,0,0,270
150457,573508,0,32,4,0,0,180
150457,573509,0,32,1,0,0,90
150459,573515,0,32,6,0,0,180
150459,573516,0,32,3,0,0,180
150459,573517,0,32,1,0,0,90
150459,573518,0,32,1,0,0,270
150459,573520,0,32,1,0,0,270
150472,573849,0,40,10,0,0,180
150472,573850,0,40,2,0,0,180
150491,574155,0,32,1,0,0,270
150491,574156,0,32,2,0,0,0
150491,574157,0,32,2,0,0,0
150491,574158,0,32,12,0,0,0
150491,574159,0,32,4,0,0,0
150491,574160,0,32,2,0,0,0
150491,574161,0,32,9,0,0,0
150491,574162,0,32,9,0,0,0
150491,574163,0,32,3,0,0,0
150361,571936,0,40,5,0,0,0
150357,571930,0,50,10,0,0,0
150357,571931,0,50,10,0,0,0
150517,574839,0,32,1,0,0,180
150517,574840,0,32,1,0,0,180
150517,574841,0,32,2,0,0,180
150517,574842,0,32,1,0,0,180
150517,574843,0,32,2,0,0,180
150517,574844,0,32,1,0,0,180
150517,574845,0,32,1,0,0,180
150517,574846,0,32,1,0,0,180
150517,574847,0,32,1,0,0,180
150517,574849,0,32,2,0,0,180
150517,574852,0,32,1,0,0,180
150517,574853,0,32,1,0,0,180
150517,574854,0,32,1,0,0,180
150517,574855,0,32,1,0,0,90
150517,574856,0,32,1,0,0,270
150517,574857,0,32,2,0,0,180
150517,574858,0,32,1,0,0,180
150517,574859,0,32,1,0,0,180
150517,574861,0,32,1,0,0,270
150517,574861,0,32,1,0,0,180
150517,574866,0,32,1,0,0,180
150518,574869,0,32,1,0,0,180
150518,574870,0,32,1,0,0,90
150518,574870,0,32,1,0,0,270
150518,574872,0,32,1,0,0,180
150518,574873,0,32,1,0,0,180
150518,574875,0,32,1,0,0,180
150518,574878,0,32,1,0,0,180
150518,574879,0,32,1,0,0,180
150518,574880,0,32,1,0,0,180
150518,574881,0,32,1,0,0,180
150518,574882,0,32,1,0,0,180
150518,574883,0,32,1,0,0,180
150518,574884,0,32,1,0,0,90
150518,574885,0,32,1,0,0,270
150522,574918,0,32,1,0,0,270
150522,574919,0,32,1,0,0,270
150522,574920,0,32,1,0,0,90
150522,574921,0,32,1,0,0,0
150522,574921,0,32,1,0,0,180
150522,574922,0,32,1,0,0,90
150522,574924,0,32,2,0,0,270
150522,574925,0,32,1,0,0,270
150522,574926,0,32,1,0,0,180
150522,574927,0,32,1,0,0,90
150524,574940,0,32,1,0,0,180
150524,574941,0,32,1,0,0,270
150524,574943,0,32,1,0,0,90
150524,574944,0,32,1,0,0,90
150528,575046,0,32,1,0,0,0
150528,575046,0,32,1,0,0,0
150528,575047,0,32,1,0,0,0
150509,574649,0,40,5,0,0,270
150509,574648,0,40,15,0,0,270
150566,575525,0,32,1,0,0,180
150566,575526,0,32,1,0,0,180
150566,575527,0,32,4,0,0,180
150566,575528,0,32,1,0,0,180
150566,575529,0,32,3,0,0,180
150566,575530,0,32,4,0,0,180
150566,575531,0,32,7,0,0,180
150589,575856,0,32,62,0,0,180
150589,575858,0,32,1,0,0,180
150589,575857,0,32,1,0,0,180
150591,575863,0,32,8,0,0,180
150591,575862,0,32,8,0,0,180
150594,575887,0,50,32,0,0,180
150594,575889,0,50,1,0,0,180
150594,575889,0,50,1,0,0,90
150594,575890,0,50,1,0,0,180
150594,575888,0,50,2,0,0,180
150595,575893,0,50,3,0,0,180
150595,575892,0,50,3,0,0,180
150615,576231,0,40,16,0,0,180
150615,576232,0,40,4,0,0,180
150615,576233,0,40,6,0,0,180
150615,576234,0,40,6,0,0,180
150615,576235,0,40,8,0,0,180
150615,576236,0,40,8,0,0,180
150615,576237,0,40,10,0,0,180
150615,576238,0,40,18,0,0,180
150615,576239,0,40,14,0,0,180
150615,576240,0,40,4,0,0,180
150615,576241,0,40,2,0,0,180
150615,576242,0,40,8,0,0,180
150615,576243,0,40,2,0,0,180
150615,576244,0,40,4,0,0,180
150615,576245,0,40,10,0,0,180
150615,576246,0,40,18,0,0,180
150583,575783,0,40,12,0,0,270
150583,575782,0,40,4,0,0,270
150583,575781,0,40,1,0,0,270
150583,575780,0,40,3,0,0,90
150638,576601,0,40,12,0,0,90
150638,576602,0,40,11,0,0,90
150641,576699,0,32,12,0,0,90
150641,576700,0,32,10,0,0,90
150641,576701,0,32,12,0,0,90
150641,576702,0,32,10,0,0,90
150641,576703,0,32,1,0,0,90
150641,576704,0,32,1,0,0,90
150620,576299,0,50,14,0,0,180
150626,576778,0,32,5,0,0,270
150626,576779,0,32,4,0,0,270
150626,576781,0,32,11,0,0,270
150626,576783,0,32,5,0,0,270
150626,576784,0,32,11,0,0,270
150626,576785,0,32,3,0,0,270
150626,576786,0,32,5,0,0,90
150626,576787,0,32,4,0,0,90
150626,576789,0,32,11,0,0,90
150626,576791,0,32,5,0,0,90
150626,576792,0,32,11,0,0,90
150626,576793,0,32,2,0,0,90
150647,576826,0,32,19,0,0,180
150651,576893,0,32,1,0,0,0
150653,576895,0,50,1,0,0,180
150653,576896,0,50,1,0,0,180
150654,576919,0,32,1,0,0,0
150654,576919,0,32,1,0,0,180
150667,577203,0,32,6,0,0,90
150667,577204,0,32,6,0,0,270
150667,577205,0,32,6,0,0,90
150667,577206,0,32,6,0,0,270
150667,577207,0,32,6,0,0,90
150667,577208,0,32,6,0,0,270
150667,577209,0,32,6,0,0,90
150667,577210,0,32,6,0,0,270
150668,577213,0,32,4,0,0,90
150668,577214,0,32,4,0,0,270
150668,577215,0,32,4,0,0,90
150668,577217,0,32,4,0,0,270
150668,577218,0,32,6,0,0,90
150668,577219,0,32,4,0,0,270
150668,577220,0,32,8,0,0,0
150668,577221,0,32,8,0,0,0
150706,577984,0,32,2,0,0,0
150706,577985,0,32,2,0,0,0
150706,577986,0,32,2,0,0,0
150706,577987,0,32,1,0,0,0
150706,577988,0,32,2,0,0,0
150706,577989,0,32,1,0,0,0
150706,577990,0,32,1,0,0,0
150706,577991,0,32,1,0,0,0
150706,577992,0,32,2,0,0,0
150706,577993,0,32,1,0,0,0
150706,577994,0,32,1,0,0,0
150706,577995,0,32,1,0,0,0
150706,577996,0,32,2,0,0,0
150706,577997,0,32,1,0,0,0
150706,577998,0,32,2,0,0,0
150706,577999,0,32,1,0,0,0
150706,578000,0,32,10,0,0,0
150706,578001,0,32,5,0,0,0
150706,578002,0,32,3,0,0,0
150763,578904,0,32,4,0,0,90
150763,578905,0,32,4,0,0,270
150763,578906,0,32,4,0,0,90
150763,578907,0,32,4,0,0,270
150763,578908,0,32,2,0,0,90
150763,578909,0,32,4,0,0,270
150763,578910,0,32,8,0,0,0
150763,578911,0,32,8,0,0,0
150788,579270,0,32,2,0,0,180
150778,579096,0,50,32,0,0,180
150816,579840,0,65,1,0,0,180
150816,579840,0,65,1,0,0,180
150816,579838,0,65,1,0,0,180
150816,579838,0,65,1,0,0,180
150816,579837,0,65,1,0,0,180
150816,579837,0,65,1,0,0,180
150816,579836,0,65,1,0,0,180
150816,579836,0,65,1,0,0,180
150816,579835,0,65,1,0,0,180
150816,579835,0,65,1,0,0,180
150816,579835,0,65,1,0,0,180
150816,579834,0,65,1,0,0,180
150816,579834,0,65,1,0,0,180
150816,579834,0,65,1,0,0,180
150816,579832,0,65,1,0,0,180
150816,579832,0,65,1,0,0,180
150816,579832,0,65,1,0,0,180
150816,579831,0,65,1,0,0,180
150816,579831,0,65,1,0,0,180
150816,579831,0,65,1,0,0,180
150816,579831,0,65,1,0,0,180
150816,579830,0,65,1,0,0,180
150816,579830,0,65,1,0,0,180
150816,579839,0,65,1,0,0,180
150816,579839,0,65,1,0,0,180
150816,579833,0,65,1,0,0,180
150820,579873,0,65,1,0,0,180
150820,579873,0,65,1,0,0,180
150820,579872,0,65,1,0,0,180
150820,579872,0,65,1,0,0,180
150820,579872,0,65,1,0,0,180
150820,579871,0,65,1,0,0,180
150820,579871,0,65,1,0,0,180
150820,579870,0,65,1,0,0,180
150820,579870,0,65,1,0,0,180
150820,579870,0,65,1,0,0,180
150820,579869,0,65,1,0,0,180
150820,579869,0,65,1,0,0,180
150820,579868,0,65,1,0,0,180
150820,579868,0,65,1,0,0,180
150820,579867,0,65,1,0,0,180
150820,579867,0,65,1,0,0,180
150820,579867,0,65,1,0,0,180
150820,579867,0,65,1,0,0,180
150820,579866,0,65,1,0,0,180
150820,579866,0,65,1,0,0,180
150820,579865,0,65,1,0,0,180
150820,579865,0,65,1,0,0,180
150820,579865,0,65,1,0,0,180
150820,579864,0,65,1,0,0,180
150820,579864,0,65,1,0,0,180
150820,579874,0,65,1,0,0,180
150820,579874,0,65,1,0,0,180
150820,579874,0,65,1,0,0,180
150820,579874,0,65,1,0,0,180
150840,580095,0,50,18,0,0,180
150840,580096,0,50,18,0,0,180
83154,580549,0,50,19,0,0,180
83154,580553,0,50,19,0,0,180
83155,580554,0,50,4,0,0,180
83155,580568,0,50,4,0,0,180
150881,580671,0,50,2,0,0,270
150881,580672,0,50,2,0,0,90
150881,580673,0,50,2,0,0,90
150881,580674,0,50,1,0,0,90
150881,580675,0,50,2,0,0,90
150881,580676,0,50,2,0,0,270
150881,580677,0,50,2,0,0,90
150881,580678,0,50,1,0,0,270
150884,580764,0,50,10,0,0,180
150884,580765,0,50,1,0,0,270
150884,580766,0,50,2,0,0,0
150884,580767,0,50,2,0,0,0
150874,580610,0,50,8,0,0,180
150874,580614,0,50,10,0,0,180
150874,580613,0,50,3,0,0,180
150874,580612,0,50,4,0,0,180
150978,582537,0,32,1,0,0,90
150978,582537,0,32,1,0,0,90
150978,582538,0,32,1,0,0,270
151001,583042,0,32,2,0,0,270
151001,583041,0,32,3,0,0,90
151001,583037,0,32,1,0,0,90
151001,583046,0,32,1,0,0,270
151001,583048,0,32,1,0,0,270
151001,583047,0,32,1,0,0,270
151001,583036,0,32,6,0,0,270
151001,583039,0,32,1,0,0,270
151001,583039,0,32,1,0,0,270
151001,583038,0,32,1,0,0,90
150989,582872,0,40,20,0,0,180
150989,582875,0,40,1,0,0,180
150989,582874,0,40,2,0,0,180
150989,582873,0,40,17,0,0,180
151036,583511,0,40,13,0,0,180
151036,583513,0,40,14,0,0,180
151078,584110,0,32,34,0,0,180
151030,583467,0,50,4,0,0,180
151120,584692,0,65,12,0,0,0
151120,584691,0,65,12,0,0,0
151124,584774,0,32,18,0,0,180
151124,584778,0,32,2,0,0,180
151131,584893,0,32,2,0,0,0
151131,584894,0,32,2,0,0,0
151203,586170,0,40,10,0,0,180
151203,586169,0,40,13,0,0,180
151203,586167,0,40,67,0,0,180
151211,586271,0,32,18,0,0,180
151211,586272,0,32,2,0,0,180
151289,587865,0,50,2,0,0,180
151289,587866,0,50,19,0,0,180
151289,587867,0,50,2,0,0,180
151289,587868,0,50,2,0,0,180
151290,587869,0,40,2,0,0,180
151290,587870,0,40,16,0,0,180
151290,587871,0,40,16,0,0,180
151290,587872,0,40,2,0,0,180
151305,588033,0,32,6,0,0,0
151305,588034,0,32,8,0,0,0
151305,588035,0,32,2,0,0,0
151305,588036,0,32,2,0,0,0
151313,588160,0,32,2,0,0,180
151313,588161,0,32,4,0,0,180
151313,588163,0,32,10,0,0,180
151313,588164,0,32,2,0,0,180
151313,588165,0,32,1,0,0,180
151302,588024,0,32,4,0,0,180
151302,588023,0,32,14,0,0,180
151304,588028,0,32,4,0,0,180
151304,588030,0,32,14,0,0,180
151327,588467,0,32,1,0,0,90
151327,588465,0,32,1,0,0,90
151327,588465,0,32,1,0,0,90
151327,588466,0,32,2,0,0,90
151327,588469,0,32,1,0,0,270
151327,588460,0,32,1,0,0,90
151327,588461,0,32,1,0,0,270
151327,588468,0,32,1,0,0,90
151362,588952,0,32,4,0,0,180
151362,588951,0,32,14,0,0,180
151364,588956,0,32,4,0,0,180
151364,588958,0,32,14,0,0,180
151425,589929,0,50,22,0,0,180
151425,589930,0,50,15,0,0,180
